nome,unidade negocios,cpf_cnpj,marcas,instagram,uf,cidade,regiao,telefone/email,pote de ouro,numero pedido,estagio funil
Santtaluz Homem,LM,,"Colcci, Reserva, Tommy, Calvin Klein, Acostamento,",https://www.instagram.com/santtaluzhomem/,SC - Santa Catarina,Videira,Sul,4935661902,Sim,,Novo/Sem Contato
Lojas Kibelus,LBM/LM,,"Santa Lolla, Aero",https://www.instagram.com/lojas_kibelus/,SE - Sergipe,Aracaju,Nordeste,79998963034,Sim,,Novo/Sem Contato
Lojas Kibelus,LBM/LM,,"Santa Lolla, Aero",https://www.instagram.com/lojas_kibelus/,SE - Sergipe,Aracaju,Nordeste,79998963034,Sim,,Novo/Sem Contato
D'charms,LBM,,"Lança perfume, Acostamento, Santa Lolla",https://www.instagram.com/dcharms_collection/,SE - Sergipe,Monte Alegre de Sergipe,Nordeste,79999677196,Sim,,Novo/Sem Contato
Divino Charme,LBM/LM,,"Colcci, Lança perfume",https://www.instagram.com/divinocharme_oficial/,SE - Sergipe,Aquidaba,Nordeste,79999078603,Sim,,Novo/Sem Contato
L e L Modas,LBM/LM,,"Lança perfume, Colcci, Melissa, Calvin Klein",https://www.instagram.com/lel_modass/,SE - Sergipe,Propria,Nordeste,79996316437,Sim,,Novo/Sem Contato
Loja Moda Bella,LBM,,"Lança perfume, Lez a Lez, Myft",https://www.instagram.com/loja.moda.bella/,SE - Sergipe,Ribeiropolis,Nordeste,79998481516,Sim,,Novo/Sem Contato
Zatara,LBM/LM,,"Dimy, John John",https://www.instagram.com/zaataraoficial/,SE - Sergipe,Japaratuba,Nordeste,79988410856,Sim,,Novo/Sem Contato
Eliza concept store,LBM,,Lança perfume,https://www.instagram.com/elizaconceptstore/,PB - Paraíba,Cuite,Nordeste,83996922528,Sim,,Novo/Sem Contato
Ouse boutique,LBM,,"Lança perfume, Colcci",https://www.instagram.com/ouse_boutique/,PE - Pernambuco,Santa cruz do Capibaribe,Nordeste,81997042600,Sim,,Novo/Sem Contato
Vip Fashion boutique,LBM/LM,,Lança perfume,https://www.instagram.com/vipfashioncha/,PE - Pernambuco,Cha grande,Nordeste,81993126821,Sim,,Novo/Sem Contato
Janne Modas,LBM/LM,,"Lança perfume, Coca Cola, Malwee",https://www.instagram.com/jannemodasoficial/,PB - Paraíba,Aracagi,Nordeste,83982014310,Sim,,Novo/Sem Contato
Bella multimarcas,LBM,,Colcci,https://www.instagram.com/bella_multimarcas_pb/,PB - Paraíba,Paulista,Nordeste,83999284437,Sim,,Novo/Sem Contato
Azaff Concept,LBM/LM,,"Reserva, Levis, Lez a Lez, Triton",https://www.instagram.com/azaffconcept/,PR - Paraná,Uniao da Vitoria,Sul,4235233094,Sim,,Novo/Sem Contato
Sedução Moda Feminina,LBM,,Lança perfume,https://www.instagram.com/seducaomodafeminina/,SC - Santa Catarina,Lages,Sul,49992011327,Sim,,Novo/Sem Contato
Laporte,LM,,"Aero, Ogochi",https://www.instagram.com/laportecf/,SE - Sergipe,Itabaiana,Nordeste,79999237175,Sim,,Novo/Sem Contato
Lojas Kibelus,LBM/LM,,"Santa Lolla, Aero",https://www.instagram.com/lojas_kibelus/,SE - Sergipe,Aracaju,Nordeste,79998963034,Sim,,Novo/Sem Contato
D'charms,LBM,,"Lança perfume, Acostamento, Santa Lolla",https://www.instagram.com/dcharms_collection/,SE - Sergipe,Monte Alegre de Sergipe,Nordeste,79999677196,Sim,,Novo/Sem Contato
Lojas Gicelmas,LBM,,"Lança perfume, Colcci, Acostamento, Schutz",https://www.instagram.com/lojagicelmas/,SE - Sergipe,Porto da Folha,Nordeste,79998285513,Sim,,Novo/Sem Contato
Sofia Multimarcas,LBM/LM,,"Acostamento, Schutz, Colcci, Lança perfume",https://www.instagram.com/sofiaamultimarcass/,SE - Sergipe,Poco Redondo,Nordeste,79998833705,Sim,,Novo/Sem Contato
Rosy boutique,LBM/LM,,"Lança perfume. Colcci, Santa Lolla",https://www.instagram.com/roseacessoriosecalcados/,SE - Sergipe,Frei Paulo,Nordeste,79996434729,Sim,,Novo/Sem Contato
Loja Habitos,LBM/LM,,"Colcci, Arezzo, Lez a Lez",https://www.instagram.com/lojahabitos/,AL - Alagoas,Olho da agua das flores,Nordeste,82998110005,Sim,,Novo/Sem Contato
Moda.com,LBM/LM,,"Lança perfume, Colcci, Acostamento, Lez a Lez",https://www.instagram.com/moda.comstore/,AL - Alagoas,Sao Jose da Tapera,Nordeste,82981792882,Sim,,Novo/Sem Contato
Nines penedo,LBM/LM,,"Lança perfume, Colcci",https://www.instagram.com/ninespenedo/,AL - Alagoas,Penedo,Nordeste,82996432423,Sim,,Novo/Sem Contato
Hard,LM,,"Oakley, New Balance, Vans, Reebok, Adidas, Puma",https://www.instagram.com/hard.londrina/,PR - Paraná,Londrina,Sul,44988157628,Sim,,Novo/Sem Contato
Loja EstiloD,LBM/LM,,"Lez a Lez, Levis, Nautica, Aramis",https://www.instagram.com/lojaestilode/,SC - Santa Catarina,Balneario Picarras,Sul,47999937830,Sim,,Novo/Sem Contato
